parent_strain	strain	parent_country	country	date	date_lower	date_upper	div	country_entropy	dist
NODE_0002902	Australia/VIC1295/2020	Australia	Australia	2020.2745901639344	2020.2745901639344	2020.2745901639344	13.924918545970149	-1.000088900581841e-12	0.0
NODE_0002901	NODE_0002903	India	India	2020.213721551171	2020.1980218269869	2020.2479557191843	11.94321473518757	0.000822361773095851	2.9808884823743718
NODE_0002903	UnitedArabEmirates/P1/2020			None					4.993456178096633
NODE_0002903	NODE_0000049	South Korea	South Korea	2020.1598360655737	2020.1511632858428	2020.1598360655737	3.9767282666245674	0.006370547011384495	0.0
NODE_0000049	Taiwan/CGMH-CGU-29/2020			None					0.997737620786106
NODE_0000049	USA/WI-UW-143/2020	USA	USA	2020.285519125683	2020.285519125683	2020.285519125683	13.932001186032872	-1.000088900581841e-12	1.9974788018426093
NODE_0002721	NODE_0002952			None					0.9922227684355689
NODE_0002952	NODE_0002953			None					0.9920576614360068
NODE_0002953	Malaysia/IMR_WC119/2020			None					1.0020308331084795
NODE_0002952	NODE_0002954			None					0.9920576614360068
NODE_0002954	NODE_0000053			None					0.0
NODE_0000053	NODE_0000054			None					0.0
NODE_0000054	Thailand/Bangkok_237/2020	Thailand	Thailand	2020.0696721311474	2020.0696721311474	2020.0696721311474	3.976747330305049	-1.000088900581841e-12	0.0
NODE_0000054	Thailand/SI200468-NT/2020			None					0.0
NODE_0000053	NODE_0000055			None					0.0
NODE_0000055	Thailand/Bangkok_238/2020			None					0.0
NODE_0000055	Thailand/Nonthaburi_193/2020	Thailand	Thailand	2020.0669398907103	2020.0669398907103	2020.0669398907103	3.976747330305049	-1.000088900581841e-12	0.0
NODE_0002954	NODE_0002958			None					1.9851245507230075
NODE_0002958	Thailand/SI202620-NT/2020			None					0.0
NODE_0002958	NODE_0002959	Chile	Chile	2020.2302354423848	2020.19410146785	2020.233606557377	9.949665210651746	0.0002766308348608484	0.9921842085085215
NODE_0002959	Thailand/SI202872-NT/2020			None					2.005935736535281
NODE_0002959	Thailand/SI202769-NT/2020	Thailand	Thailand	2020.1543715846994	2020.1543715846994	2020.1543715846994	12.97530824209873	-1.000088900581841e-12	6.015473684889034
NODE_0002959	NODE_0002961	Chile	Chile	2020.213776268886	2020.193529972392	2020.214480874317	6.959627872648204	0.00040429317346339964	0.9920640947547206
NODE_0002961	Thailand/SI203285-NT/2020			None					0.0
NODE_0002961	NODE_0000059	Thailand	Thailand	2020.0696721311474	2020.0500254465055	2020.0696721311474	3.9767473303050473	0.0003725651842164336	0.0
NODE_0000059	NODE_0000061			None					0.0
NODE_0000061	Thailand/Bangkok-0079/2020	Thailand	Thailand	2020.2527322404371	2020.2527322404371	2020.2527322404371	8.958060414522198	-9.99866855976916e-13	1.0000917393239872
NODE_0000061	Thailand/Bangkok_1716/2020			None					0.0
NODE_0000059	NODE_0000062			None					0.0
NODE_0000062	NODE_0000063			None					0.0
NODE_0000063	NODE_0000064	USA	USA	2020.2138228762458	2020.1971891215178	2020.23070722144	5.965204627408996	0.01748272246472362	0.0
NODE_0000064	Thailand/Bangkok-CONI-0155/2020			None					0.0
NODE_0000064	Thailand/Bangkok-0041/2020			None					0.0
NODE_0000063	NODE_0000065	Thailand	Thailand	2020.1447531217195	2020.0830594907316	2020.1524860458055	7.955024467524486	0.00029119660534314174	0.0
NODE_0000065	Thailand/Bangkok-CONI-0111/2020			None					0.0
NODE_0000065	Thailand/Bangkok-CONI-0106/2020			None					0.0
NODE_0000062	NODE_0000066			None					0.0
NODE_0000066	Thailand/Bangkok_2974/2020			None					0.9977339353736765
NODE_0000066	NODE_0002969	United Kingdom	United Kingdom	2020.1971759785063	2020.1762041418913	2020.2087638408125	9.949232095008043	1.3753083055834752	0.9922375353880417
NODE_0002969	Thailand/NIH-2488/2020			None					1.0156189072403308
NODE_0002969	Thailand/Bangkok-CONI-0137/2020			None					1.0020238361134322
NODE_0002969	NODE_0002978			None					0.9932813746142894
NODE_0002978	Thailand/Bangkok-CONI-0138/2020			None					0.0
NODE_0002978	Thailand/NIH-2721/2020			None					0.0
NODE_0002969	NODE_0000069	Thailand	Thailand	2020.1543715846994	2020.140684178379	2020.1543715846994	7.955024467524486	0.0002840489030127255	0.0
NODE_0000069	NODE_0000070	USA	USA	2020.1893857298915	2020.170725900368	2020.206070079259	5.964952880221406	0.017463921306682277	0.0
NODE_0000070	Thailand/Bangkok_2488/2020			None					0.0
NODE_0000070	Thailand/Nonthaburi_2472/2020			None					0.0
NODE_0000069	NODE_0000071	USA	USA	2020.2120531346943	2020.1972957390278	2020.2189503884936	5.964966143248747	0.019150065525307878	0.0
NODE_0000071	Thailand/Bangkok-CONI-0114/2020			None					0.0
NODE_0000071	NODE_0000072	Thailand	Thailand	2020.1724379665086	2020.1640072691148	2020.188440264649	8.9494110720062	0.0002839898326153893	0.0
NODE_0000072	NODE_0000073	Thailand	Thailand	2020.1816196129826	2020.1720306832892	2020.193440730207	8.949411072007084	0.00028759521075880535	0.0
NODE_0000073	Thailand/Bangkok-0083/2020			None					1.0168696763603613
NODE_0000073	Thailand/Nonthaburi_3480/2020			None					0.0
NODE_0000072	NODE_0002974	Chile	Chile	2020.189701136259	2020.1764586646443	2020.215470773288	5.965278652882012	0.0002984388109854903	0.9920712243398864
NODE_0002974	Thailand/Bangkok-0089/2020			None					1.0125932530073563
NODE_0002974	NODE_0000075			None					0.0
NODE_0000075	Thailand/Bangkok-0080/2020			None					0.0
NODE_0000075	Thailand/Bangkok-0085/2020	Thailand	Thailand	2020.2581967213114	2020.2581967213114	2020.2581967213114	9.943550481181155	-1.000088900581841e-12	0.0
NODE_0002721	NODE_0002792	Italy	Italy	2020.2304121846016	2020.2089171107864	2020.2472677595629	4.971088797295994	0.0038320884979088023	0.9920600734682283
NODE_0002792	Singapore/20/2020			None					1.9959837868670531
NODE_0002792	Sichuan/SC-MY-059/2020			None					2.994429200312201
NODE_0002792	NODE_0000077			None					0.0
NODE_0000077	NODE_0000078			None					0.0
NODE_0000078	Malaysia/MKAK-CL-2020-6430/2020			None					0.9977201518496837
NODE_0000078	USA/WA1/2020_travel_history	China	China	2020.0532786885246	2020.0532786885246	2020.0532786885246	2.982380075807918	-1.000088900581841e-12	0.0
NODE_0002796	USA/WA-S47/2020			None					0.9977302597328492
NODE_0002796	USA/WA-S90/2020			None					1.9958805242845372
NODE_0002796	Mexico/CDMX-InDRE_09/2020			None					4.028442259759584
NODE_0002796	USA/WA-S107/2020	USA	USA	2020.165300546448	2020.165300546448	2020.165300546448	5.964952880221408	-1.000088900581841e-12	0.9977183643742187
NODE_0002816	USA/WA-S113/2020			None					0.0
NODE_0002816	USA/WA-S119/2020			None					0.0
NODE_0002796	NODE_0002819			None					0.9932650898498316
NODE_0002819	Taiwan/TSGH-34/2020			None					4.007909039990863
NODE_0002819	CostaRica/03/2020			None					5.01383808922298
NODE_0002819	Singapore/319/2020			None					2.006254837613395
NODE_0002819	Australia/VIC379/2020			None					2.0014535565170126
NODE_0002819	NODE_0002820	Belgium	Belgium	2020.2284491089665	2020.1944049879626	2020.2363387978141	6.959211514859189	0.10163253812811959	0.9922168923580541
NODE_0002820	Canada/ON-UHTC_0016/2020			None					0.0
NODE_0002819	NODE_0002825	Canada	Canada	2020.198087431694	2020.1884987343058	2020.198087431694	5.965047181345439	0.0002467408504567773	0.9921621874930171
NODE_0002825	Uruguay/UY-7/2020			None					1.0023370520613781
NODE_0002825	Uruguay/UY-8/2020	Uruguay	Uruguay	2020.2117486338798	2020.2117486338798	2020.2117486338798	6.961161417043691	-1.000088900581841e-12	0.0
NODE_0002819	NODE_0002827	Canada	Canada	2020.181652937742	2020.1700842102503	2020.1942942630399	5.965047181345439	0.0008446750809215415	1.9845277481446564
NODE_0002827	Mexico/CDMX-INER_05/2020			None					0.9993695526272433
NODE_0002827	NODE_0000074	Thailand	Thailand	2020.189772495335	2020.1798864668435	2020.1989341332371	8.949411072007969	0.0002912565692609435	0.0
NODE_0000074	Mexico/CDMX-InDRE_15/2020			None					8.881784197001252e-16
NODE_0000074	NODE_0000085	USA	USA	2020.1722195186494	2020.1599603290952	2020.1753727220364	7.954456420123856	0.01609134974748266	0.0
NODE_0000085	Mexico/CDMX-INCMNSZ_03/2020			None					8.881784197001252e-16
NODE_0000085	NODE_0000086	USA	USA	2020.1789617486338	2020.1725898024413	2020.1789617486338	8.948824244157795	0.0011090221811605448	0.0
NODE_0000086	Mexico/CDMX-INCMNSZ_04/2020	Mexico	Mexico	2020.198087431694	2020.198087431694	2020.198087431694	7.955764409159311	-1.000088900581841e-12	8.881784197001252e-16
NODE_0000086	Mexico/CDMX-INCMNSZ_01/2020			None					0.0
NODE_0002796	NODE_0000087			None					0.0
NODE_0000087	NODE_0000088			None					0.0
NODE_0000088	NODE_0000089	Australia	Australia	2020.2053675309078	2020.1894303741888	2020.212564487486	8.954126916569065	0.0028751799379876505	0.0
NODE_0000089	USA/WA-S277/2020			None					0.0
NODE_0000089	NODE_0000090			None					0.0
NODE_0000090	USA/WA-S92/2020			None					0.0
NODE_0000090	USA/WA-S108/2020			None					0.0
NODE_0000088	NODE_0000093	Australia	Australia	2020.2116028117023	2020.200264828562	2020.2177169910437	8.954126916569948	0.0005017564792314127	0.0
NODE_0000093	NODE_0000094			None					0.0
NODE_0000094	USA/WA-S6/2020			None					0.0
NODE_0000094	USA/WA-S46/2020			None					0.0
NODE_0000093	NODE_0000095			None					0.0
NODE_0000095	USA/WA-S281/2020			None					0.0
NODE_0000095	USA/WA-S45/2020			None					0.0
NODE_0000087	NODE_0000096	Australia	Australia	2020.2199453551912	2020.2078627201608	2020.2199453551912	8.95412691657083	0.0004457501211594769	0.0
NODE_0000096	NODE_0000098	Spain	Spain	2020.1507380269531	2020.145783196576	2020.1507380269531	6.965784506681024	0.002235822117693782	0.0
NODE_0000098	USA/WA-S40/2020			None					0.0
NODE_0000098	USA/WA-S44/2020			None					0.0
NODE_0000096	NODE_0000099			None					0.0
NODE_0000099	NODE_0000100			None					0.0
NODE_0000100	NODE_0002814			None					0.9921906200924022
NODE_0002814	USA/WA-UW292/2020			None					0.0
NODE_0002814	USA/WA-UW270/2020			None					0.9995625779545936
NODE_0000100	NODE_0000104	Spain	Spain	2020.1620037148539	2020.1543448737218	2020.1707650273224	6.965784506681024	0.052353330787832386	0.0
NODE_0000104	USA/WA-S427/2020			None					0.0
NODE_0000104	USA/CA-CZB0726/2020			None					0.9986547947971012
NODE_0000099	NODE_0000105	Spain	Spain	2020.1484024574988	2020.1327136319646	2020.1496101853036	6.965784506681024	0.07100089647897094	0.0
NODE_0000105	NODE_0000107	Spain	Spain	2020.1526311264902	2020.147320654384	2020.1578422552884	6.965784506681024	0.0005194646577330535	0.0
NODE_0000107	Australia/NSW501/2020			None					1.004005880676953
NODE_0000107	USA/WA-S1186/2020			None					3.996852025205981
NODE_0000105	NODE_0000108			None					0.0
NODE_0000108	USA/WA-S132/2020			None					0.9993182737378454
NODE_0000108	USA/WA-UW174/2020			None					0.9978819643716816
NODE_0002721	NODE_0000109	Spain	Spain	2020.1595969320513	2020.1543448402092	2020.1716117288656	6.965784506681024	0.00048591619959709523	0.0
NODE_0000109	NODE_0000110			None					0.0
NODE_0000110	USA/IL1/2020_travel_history			None					1.1102230246251565e-15
NODE_0000110	Wuhan/HBCDC-HB-03/2020			None					0.0
NODE_0000109	NODE_0000111	Taiwan	Taiwan	2020.217213114754	2020.2002121171056	2020.217213114754	6.9621069707695735	0.3573156352096849	0.0
NODE_0000111	NODE_0000112	Spain	Spain	2020.1734972677596	2020.1632728860454	2020.1734972677596	6.965784506681024	0.0004728094430413963	0.0
NODE_0000112	Taiwan/3/2020			None					0.0
NODE_0000112	Australia/NSW01/2020_travel_history	China	China	2020.0669398907103	2020.0669398907103	2020.0669398907103	1.988253178569437	-1.000088900581841e-12	0.0
NODE_0000111	NODE_0000113	Spain	Spain	2020.159191994174	2020.1517212385922	2020.1598360655737	6.965784506681024	0.0005120051201209131	0.0
NODE_0000113	NODE_0000114	Spain	Spain	2020.1597705426504	2020.151250980577	2020.1848677523626	6.965784506681024	0.002385804023503623	0.0
NODE_0000114	NODE_0000115			None					0.0
NODE_0000115	Belgium/GHB-03021/2020_travel_history			None					0.0
NODE_0000114	NODE_0000116			None					0.0
NODE_0000116	NODE_0000117			None					0.0
NODE_0000117	Singapore/16/2020			None					0.0
NODE_0000117	Singapore/14/2020	Singapore	Singapore	2020.1215846994535	2020.1215846994535	2020.1215846994535	1.9882531785694364	-1.000088900581841e-12	0.0
NODE_0000116	NODE_0000118	Spain	Spain	2020.1754664648636	2020.1630004693532	2020.1869704974222	6.965784506681024	0.0013412629076420418	0.0
NODE_0000118	NODE_0000119	Spain	Spain	2020.186083577081	2020.1750674240225	2020.193404682069	6.965784506681024	0.053848952159621044	0.0
NODE_0000119	Guangzhou/GZMU0024/2020			None					0.0
NODE_0000119	Guangzhou/GZMU0077/2020			None					0.0
NODE_0000118	NODE_0000120			None					0.0
NODE_0000120	NODE_0000121			None					0.0
NODE_0000121	Singapore/14Clin/2020			None					0.0
NODE_0000120	NODE_0000122	Spain	Spain	2020.1961858838915	2020.1836489747257	2020.2124480976029	6.965784506681024	2.392916272391981	0.0
NODE_0000122	NODE_0000123			None					0.0
NODE_0000123	Singapore/43/2020	Singapore	Singapore	2020.129781420765	2020.129781420765	2020.129781420765	1.9882531785694366	-1.000088900581841e-12	0.0
NODE_0000123	Singapore/383/2020			None					0.0
NODE_0000124	Wuhan/HB-WH5-238/2020			None					2.0219481757517004
NODE_0000124	NODE_0000125			None					0.0
NODE_0000125	Singapore/12Clin/2020			None					1.0114346213621253
NODE_0000125	NODE_0000127			None					0.0
NODE_0000127	Singapore/51/2020	Singapore	Singapore	2020.1598360655737	2020.1598360655737	2020.1598360655737	1.9882531785694366	-1.000088900581841e-12	0.0
NODE_0000127	Guangzhou/GZMU0048/2020			None					0.0
NODE_0000113	NODE_0000128	Australia	Australia	2020.0568385964477	2020.045048657515	2020.0619280573078	3.976910322161885	0.5465938962870401	0.0
NODE_0000128	Singapore/15/2020	Singapore	Singapore	2020.0751366120219	2020.0751366120219	2020.0751366120219	1.9882531785694366	-1.000088900581841e-12	0.0
NODE_0000128	NODE_0002769			None					0.9968280921943444
NODE_0002769	Spain/COV003685/2020			None					2.9948292525044504
NODE_0002769	Spain/COV003707/2020			None					4.006158339891993
NODE_0002769	Spain/Valencia185/2020			None					4.0107426468904315
NODE_0002769	NODE_0000130	Canada	Canada	2020.1829203959367	2020.172644757134	2020.1904910438745	6.959068557600669	0.0007197264395651799	0.0
NODE_0000130	Australia/VIC138/2020			None					0.0
NODE_0000130	NODE_0000131			None					0.0
NODE_0000131	NODE_0000132	Australia	Australia	2020.0493926988727	2020.040512872478	2020.0575064578034	3.976910322161885	0.5162913050405122	0.0
NODE_0000132	Mexico/CDMX-InDRE_18/2020			None					0.0
NODE_0000132	Mexico/Queretaro-InDRE_04/2020			None					0.0
NODE_0000131	NODE_0000133			None					0.0
NODE_0000133	Austria/CeMM0240/2020			None					0.9983549745203844
NODE_0000133	NODE_0002777			None					0.9920604836434634
NODE_0002777	Singapore/174/2020			None					0.0
NODE_0002777	Singapore/139/2020			None					0.0
NODE_0002769	NODE_0002778	United Kingdom	United Kingdom	2020.208998132609	2020.1902974612271	2020.2389466991663	3.976747014989099	0.6176664842309562	0.99207256295451
NODE_0002778	Uruguay/Mdeo-1/2020	Uruguay	Uruguay	2020.200819672131	2020.200819672131	2020.200819672131	3.9894079813747223	-1.000088900581841e-12	0.0
NODE_0002778	NODE_0002780	United Kingdom	United Kingdom	2020.2384321636962	2020.2101789863707	2020.2418032786884	3.976747014989099	0.6773673429838247	0.9922452482013551
NODE_0002780	Colombia/INS-80825/2020			None					0.0
NODE_0002780	Colombia/INS-79253/2020			None					1.9972544362602598
NODE_0002781	Uruguay/UY-6/2020			None					1.003033647650998
NODE_0002781	Uruguay/UY-NYUMC852/2020			None					1.002364890688706
NODE_0002781	Uruguay/UY-NYUMC864/2020			None					2.014500860430874
NODE_0002781	NODE_0002789	Italy	Italy	2020.1487282406456	2020.0283513620127	2020.1509980960031	3.976747014989099	0.10407836314296832	0.9920953805506656
NODE_0002789	Uruguay/UY-NYUMC844/2020			None					0.0
NODE_0002789	Uruguay/UY-NYUMC845/2020			None					2.0402414172344256
NODE_0002781	NODE_0000140	Australia	Australia	2020.180603520002	2020.1506460195098	2020.2078616782537	3.976910322161885	1.883732623116097	0.0
NODE_0000140	Uruguay/UY-NYUMC869/2020			None					1.0025306590138356
NODE_0000142	Uruguay/UY-NYUMC862/2020			None					0.0
NODE_0000142	Uruguay/UY-4/2020			None					0.0
NODE_0000141	NODE_0000143			None					0.0
NODE_0000143	Uruguay/UY-NYUMC847/2020			None					0.0
NODE_0000143	Uruguay/UY-1/2020			None					0.0
NODE_0002721	NODE_0002722	Bangladesh	Bangladesh	2020.2306236155719	2020.19591164146	2020.2506392174553	14.980823930005037	0.0013954688747871992	3.9755729399982487
NODE_0002722	Spain/Andalucia201620/2020			None					4.0033191657956255
NODE_0002722	NODE_0002723	Bangladesh	Bangladesh	2020.2445124224607	2020.227692101827	2020.2944241871612	16.972442610806358	0.0002770433378461674	0.9922735246414431
NODE_0002723	Brazil/AMBR-02/2020			None					1.9971765458253605
NODE_0002723	France/GE1583/2020			None					0.9977678313278933
NODE_0002723	Georgia/Tb-390/2020			None					0.9984004130866486
NODE_0002723	Spain/LaRioja201277/2020			None					1.0021623705506615
NODE_0002723	Spain/PaisVasco201388/2020			None					1.0006911151986317
NODE_0002723	Spain/COV003688/2020			None					3.010814489274515
NODE_0002723	Spain/LaRioja201563/2020			None					0.9986850326993366
NODE_0002723	Luxembourg/LNS3307371/2020			None					1.9961528936345543
NODE_0002723	Spain/COV001470/2020			None					1.9962602860259464
NODE_0002723	Spain/Valencia6/2020			None					1.000992749014383
NODE_0002723	NODE_0002737	Italy	Italy	2020.1734972677596	2020.1658638680344	2020.1734972677596	4.970892207203149	0.0003417118012991195	0.9921069306316204
NODE_0002737	Luxembourg/LNS5611124/2020			None					4.003729366088304
NODE_0002737	NODE_0000147	Ghana	Ghana	2020.2035517304203	2020.1735014666558	2020.2167353226496	4.971059228034893	0.06602957861303321	0.0
NODE_0000147	Spain/COV001941/2020			None					0.0
NODE_0000147	NODE_0000148			None					0.0
NODE_0000148	Vietnam/HCMC-35016/2020			None					0.0
NODE_0000148	Spain/COV002058/2020			None					0.9979146702875994
NODE_0002723	NODE_0002759			None					1.9846324731057665
NODE_0002759	Australia/VIC126/2020			None					0.0
NODE_0002759	NODE_0000150			None					0.0
NODE_0000150	NewZealand/20VR2038/2020			None					0.0
NODE_0000151	NewZealand/20VR2083/2020			None					0.0
NODE_0000151	Australia/VIC1304/2020			None					0.0
NODE_0002723	NODE_0002762			None					0.9922152005457194
NODE_0002762	Greece/48/2020			None					0.9978449219131846
NODE_0002762	Uruguay/UY-NYUMC850/2020			None					1.0024885092340021
NODE_0002762	Spain/COV002046/2020			None					0.9998518222747599
NODE_0002762	NODE_0000153	China	China	2020.0774067201207	2020.0665851722638	2020.077868852459	3.976910322161885	0.0014835521840341694	0.0
NODE_0000153	NODE_0000154	China	China	2020.0696721311474	2020.0584801231353	2020.0696721311474	3.976910322161885	0.2084202516201867	0.0
NODE_0000154	Spain/COV003724/2020			None					1.9992040981485975
NODE_0000154	Spain/COV003725/2020			None					1.0045121975986842
